区域,小区名称,房屋户型,面积,朝向,楼层,电梯,租金
西城,右安门内西街,1室1厅1卫,38㎡,南,低楼层/6层,无,4600
门头沟,中门寺南坡小区,1室1厅1卫,48㎡,南,中楼层/26层,有,2600
顺义,胜利小区,2室1厅1卫,58㎡,南北,高楼层/6层,无,3200
东城,金鱼池东区,1室1厅1卫,36㎡,南,高楼层/5层,无,5500
朝阳,常楹公元自由派,1房间1卫,37㎡,西,中楼层/23层,有,4500
大兴,南海家园四里,2室1厅1卫,90㎡,南北,高楼层/18层,有,3800
丰台,gogo新世代,1室0厅1卫,27㎡,东,中楼层/23层,有,4500
大兴,南湖园,2室1厅1卫,60㎡,南北,中楼层/5层,无,2800
东城,永定门东街西里,2室1厅1卫,50㎡,南北,中楼层/6层,无,5500
朝阳,管庄新村,2室1厅1卫,80㎡,南,低楼层/17层,无,5000
东城,永定门东街中里,2室1厅1卫,50㎡,南北,中楼层/6层,无,5500
房山,良乡西路甲24号院,2室1厅1卫,74㎡,南北,高楼层/6层,有,2500
房山,聪慧里,2室1厅1卫,61㎡,东西,中楼层/6层,无,2300
东城,复康南里,2室1厅1卫,60㎡,南,中楼层/5层,无,5300
朝阳,管庄新村,1室1厅1卫,57㎡,南,低楼层/17层,有,4300
朝阳,管庄新村,2室1厅1卫,80㎡,南北,中楼层/18层,无,5000
东城,向新西里,2室0厅1卫,53㎡,南,高楼层/6层,无,5000
房山,文化路社区,2室1厅1卫,55㎡,南北,高楼层/6层,无,2200
朝阳,燕保祈东家园,2室1厅1卫,80㎡,南北,高楼层/28层,有,4900
顺义,双兴南区,2室1厅1卫,74㎡,南北,中楼层/5层,无,3100
房山,文化路社区,2室1厅1卫,54㎡,南北,高楼层/6层,无,2300
顺义,建新南区,3室1厅1卫,72㎡,南北,高楼层/6层,无,3500
海淀,宝盛北里,1室1厅1卫,55㎡,南北,低楼层/6层,无,5500
大兴,滨河西里,2室1厅1卫,59㎡,南北,高楼层/6层,无,3500
东城,京城仁合,1室0厅1卫,50㎡,西,低楼层/16层,有,5800
丰台,亚林西居住区,2室1厅1卫,58㎡,南,中楼层/26层,有,5000
大兴,义和庄东里,2室1厅1卫,87㎡,南北,中楼层/6层,无,3300
海淀,万寿路小区,2室1厅1卫,60㎡,南北,低楼层/6层,无,5500
朝阳,石佛营东里小区,2室1厅1卫,80㎡,南,低楼层/18层,有,6100
朝阳,松榆东里,2室1厅1卫,58㎡,南北,高楼层/6层,无,5500
海淀,永定路98号院,2室1厅1卫,48㎡,东西,中楼层/5层,无,5800
石景山,八角北路,2室1厅1卫,50㎡,南北,中楼层/6层,无,4100
海淀,电信小区,2室1厅1卫,57㎡,南北,中楼层/5层,无,6000
大兴,盛春坊,2室1厅1卫,61㎡,南北,低楼层/6层,无,2800
昌平,温泉花园B区,1室1厅1卫,56㎡,南北,高楼层/6层,无,3200
顺义,石园北区,2室2厅1卫,88㎡,南北,中楼层/6层,无,3700
海淀,常青园一区,1室1厅1卫,58㎡,北,中楼层/17层,有,6100
朝阳,西大望路甲27号院,2室1厅1卫,58㎡,南,高楼层/6层,无,5600
通州,后南仓,2室1厅1卫,47㎡,南,低楼层/6层,无,3500
通州,西潞苑小区,1室1厅1卫,56㎡,南,中楼层/6层,无,3100
丰台,沸城,2室2厅1卫,94㎡,南,中楼层/25层,有,4100
海淀,安宁庄后街15号院,2室1厅1卫,54㎡,南北,低楼层/6层,有,5700
海淀,花园楼,2室1厅1卫,60㎡,南北,低楼层/6层,无,5600
昌平,北亚花园,2室1厅1卫,88㎡,南北,低楼层/6层,无,4000
通州,金隅七零九零,1室1厅1卫,72㎡,南,中楼层/15层,有,3500
通州,四海公寓,3室2厅1卫,105㎡,南北,高楼层/6层,无,3700
朝阳,周庄嘉园4号院,2室1厅1卫,93㎡,南北,中楼层/28层,有,6500
大兴,南海家园五里,1室1厅1卫,69㎡,南北,高楼层/18层,有,3200
西城,建功北里,2室1厅1卫,64㎡,南北,高楼层/6层,无,6200
朝阳,弘善家园,2室1厅1卫,71㎡,西南,低楼层/28层,有,6000
朝阳,北辰福第二号院,2室1厅1卫,84㎡,南,低楼层/20层,有,6500
顺义,双兴北区,2室1厅1卫,73㎡,南,中楼层/6层,无,3800
顺义,东兴一区,2室0厅1卫,66㎡,南北,中楼层/6层,无,3600
海淀,万和嘉园一区,1室0厅1卫,45㎡,南,高楼层/18层,无,4500
东城,兴隆都市馨园,1室0厅1卫,32㎡,南,低楼层/7层,有,5300
东城,兴隆都市馨园,1室0厅1卫,29㎡,南,中楼层/7层,有,4800
通州,通惠南路,2室1厅1卫,61㎡,南北,中楼层/6层,无,3800
丰台,天兴家园,2室0厅1卫,70㎡,南北,高楼层/16层,有,4700
朝阳,安慧里一区,1室1厅1卫,44㎡,东南,高楼层/6层,无,5600
海淀,悦秀园,2室1厅1卫,75㎡,南北,中楼层/6层,无,6000
丰台,南珠苑,1室1厅1卫,43㎡,东,高楼层/22层,有,5000
丰台,和义东里一区,3室1厅1卫,78㎡,南北,高楼层/6层,无,4400
朝阳,弘善家园,2室1厅1卫,87㎡,南西,高楼层/28层,有,6500
朝阳,天泰苑A8区,1室1厅1卫,56㎡,南,高楼层/8层,有,5200
朝阳,八里庄南里,2室1厅1卫,74㎡,南,低楼层/18层,有,5900
丰台,大井东里,2室1厅1卫,58㎡,南北,中楼层/6层,无,4700
朝阳,松榆东里,1室1厅1卫,46㎡,南北,高楼层/6层,无,5200
丰台,新村二里,2室1厅1卫,58㎡,南北,中楼层/6层,无,4500
大兴,金融街融汇,1室1厅1卫,53㎡,东,高楼层/26层,有,3700
东城,北京上舍,1室1厅1卫,64㎡,北,低楼层/15层,有,6800
通州,荔景园,1室0厅1卫,48㎡,南,高楼层/12层,有,3200
通州,北机家属院,2室1厅1卫,73㎡,南北,高楼层/6层,无,3500
丰台,西罗园南里,2室1厅1卫,63㎡,南北,中楼层/6层,无,5000
西城,月坛北街甲1号院,1室1厅1卫,46㎡,东,高楼层/21层,有,6300
丰台,角门东里,1室1厅1卫,44㎡,南,中楼层/6层,无,4850
海淀,塔院小区,1室1厅1卫,40㎡,南,高楼层/6层,无,5700
东城,安德路47号院,2室1厅1卫,52㎡,南北,高楼层/6层,无,6500
石景山,八角北里,1室1厅1卫,44㎡,南,高楼层/6层,无,4000
丰台,司达小区,2室1厅1卫,64㎡,南,高楼层/6层,无,5000
朝阳,八里庄北里小区,2室1厅1卫,62㎡,南北,中楼层/6层,无,6200
朝阳,安慧里四区,1室1厅1卫,45㎡,东南,低楼层/6层,无,5600
西城,红土店南里,1室1厅1卫,35㎡,南,中楼层/5层,无,5000
朝阳,弘善家园,2室1厅1卫,72㎡,西南,低楼层/28层,有,5500
海淀,永泰庄甲6号院,2室1厅1卫,55㎡,南北,高楼层/6层,无,5800
朝阳,团结湖路,2室1厅1卫,52㎡,东,低楼层/10层,有,6400
通州,杨庄15号院,2室1厅1卫,71㎡,南北,中楼层/6层,无,3800
朝阳,北京新天地五期,1室1厅1卫,62㎡,西,高楼层/27层,有,5900
东城,赵堂子胡同,1室1厅1卫,38㎡,北,高楼层/6层,无,6000
亦庄开发区,悦廷,3房间1卫,48㎡,北,中楼层/4层,无,4800
通州,巴克摩界,1室0厅1卫,76㎡,南,中楼层/11层,有,3400
石景山,地震局宿舍,1室1厅1卫,47㎡,南,低楼层/6层,无,4400
海淀,安装宿舍,1室1厅1卫,43㎡,南,高楼层/16层,有,5200
丰台,苇子坑1号院,1室1厅1卫,54㎡,东北,高楼层/6层,无,4800
丰台,红星北里,2室1厅1卫,70㎡,南北,中楼层/6层,无,4100
海淀,友谊嘉园二期,3室1厅1卫,84㎡,南北,低楼层/15层,有,6000
朝阳,光辉里小区,1室1厅1卫,42㎡,东,中楼层/18层,有,5800
朝阳,静安里,2室1厅1卫,47㎡,南北,中楼层/6层,无,6000
西城,槐柏树街南里,2室1厅1卫,53㎡,南北,地下室/6层,无,5500
海淀,厂洼西街1号院,1室1厅1卫,44㎡,南,高楼层/6层,无,6000
朝阳,弘善家园,1室1厅1卫,64㎡,南,高楼层/28层,有,5500
西城,钟声胡同,2室1厅1卫,58㎡,南北,地下室/6层,无,5800
西城,清芷园,1室1厅1卫,55㎡,北,低楼层/17层,有,5000
海淀,西三环北路23号院,1室1厅1卫,34㎡,南,高楼层/6层,无,6000
朝阳,华威北里,2室1厅1卫,71㎡,南西,中楼层/18层,有,6300
朝阳,慈云寺,2室1厅1卫,70㎡,东北,中楼层/21层,有,6500
丰台,马家堡甲120号院,2室1厅1卫,40㎡,南,低楼层/6层,无,5000
海淀,清枫华景园,1室1厅1卫,52㎡,北,低楼层/7层,有,6000
朝阳,弘善家园,2室1厅1卫,82㎡,西,低楼层/28层,有,6200
朝阳,周庄嘉园7号院,2室1厅1卫,89㎡,南北,低楼层/24层,有,6500
海淀,香山一棵松,2室1厅1卫,50㎡,南北,低楼层/3层,无,5000
顺义,和悦居6号院,2室1厅1卫,83㎡,南北,低楼层/15层,无,3300
东城,兴隆都市馨园,1室0厅1卫,29㎡,东,中楼层/7层,有,4500
亦庄开发区,锋创科技园,1房间1卫,66㎡,东南,中楼层/15层,有,3900
丰台,设计师广场,1室0厅1卫,34㎡,西北,中楼层/26层,有,3800
朝阳,中国铁建广场,1房间1卫,37㎡,北,中楼层/29层,有,4600
东城,兴隆都市馨园,1室0厅1卫,39㎡,北,中楼层/7层,有,5500
朝阳,旭辉奥都,1房间1卫,49㎡,西,低楼层/19层,有,4800
通州,金隅自由筑,1房间2卫,52㎡,西,中楼层/7层,有,2800
朝阳,朗廷,1房间1卫,40㎡,北,低楼层/12层,有,3500
朝阳,东领鉴筑,1室0厅1卫,49㎡,北,中楼层/21层,有,5000
朝阳,金都心语,1房间1卫,49㎡,西,低楼层/22层,有,5000
朝阳,大成国际,1室0厅1卫,37㎡,西,中楼层/21层,有,4600
朝阳,朗廷,1房间1卫,40㎡,北,高楼层/12层,有,3600
顺义,东亚首航国际,1房间1卫,33㎡,东,低楼层/9层,有,2800
西城,茶马街8号院,1室0厅1卫,34㎡,北,中楼层/15层,无,4500
朝阳,旭辉奥都,1房间1卫,49㎡,西,低楼层/19层,有,5000
朝阳,北京像素南区,1房间1卫,50㎡,北,中楼层/23层,有,4200
东城,兴隆都市馨园,1室0厅1卫,32㎡,北,中楼层/7层,有,5200
昌平,南环里,1室0厅1卫,40㎡,西,高楼层/10层,有,2600
朝阳,10AM新坐标,1室0厅1卫,38㎡,东,中楼层/29层,有,4700
朝阳,炫特嘉园三期,1室0厅1卫,41㎡,北,高楼层/25层,有,4700
房山,旭辉E天地,2房间1卫,33㎡,北,高楼层/14层,有,2500
朝阳,天天朝阳,1室0厅1卫,53㎡,西,低楼层/16层,有,5000
朝阳,10AM新坐标,1室0厅1卫,40㎡,东,中楼层/29层,有,5000
西城,茶贸国际中心,1房间1卫,34㎡,北,高楼层/20层,有,3600
通州,金隅自由筑,2房间1卫,68㎡,南,中楼层/7层,有,2800
房山,绿地诺亚方舟,1房间1卫,50㎡,西,高楼层/14层,有,2600
西城,茶贸国际中心,1房间1卫,34㎡,东,高楼层/20层,有,3550
亦庄开发区,荣京丽都,1房间1卫,36㎡,南,高楼层/27层,有,3700
朝阳,弘善家园,1室0厅1卫,47㎡,南,高楼层/11层,有,4500
朝阳,美立方,1房间1卫,38㎡,北,中楼层/20层,有,4800
东城,城市亮点,1室1厅1卫,45㎡,北,中楼层/12层,有,4500
东城,南板桥胡同,1室0厅0卫,15㎡,北,低楼层/1层,无,3900
亦庄开发区,锋创科技园,1房间1卫,56㎡,西北,中楼层/15层,有,3800
东城,兴隆都市馨园,1室0厅1卫,30㎡,东,低楼层/7层,有,4700
丰台,威尔夏大道,1房间1卫,36㎡,南,中楼层/8层,有,3800
房山,合景领峰,1房间0卫,50㎡,东南,高楼层/8层,有,2200
丰台,世纪金色嘉园,1室0厅1卫,30㎡,东,中楼层/28层,有,3900
丰台,北大地一里,2室1厅1卫,51㎡,西南,中楼层/6层,无,4200
顺义,东亚首航国际,1房间1卫,39㎡,西,高楼层/9层,有,2600
朝阳,吕营嘉园A区,2室1厅1卫,88㎡,南北,中楼层/6层,无,5500
石景山,广宁村,2室1厅1卫,57㎡,南,中楼层/6层,无,4000
顺义,石园南区,2室1厅1卫,86㎡,南北,中楼层/6层,无,3200
大兴,敬贤里,2室1厅1卫,53㎡,南,高楼层/4层,无,3000
顺义,石园南区,2室1厅1卫,86㎡,南北,中楼层/6层,无,3200
大兴,敬贤里,2室1厅1卫,53㎡,南,高楼层/4层,无,3000
房山,北关东路社区,2室1厅1卫,50㎡,南,中楼层/5层,无,2200
大兴,天恒旭辉7号院,3房间1卫,36㎡,南,中楼层/7层,有,2400
通州,永顺西里,2室1厅1卫,64㎡,南北,高楼层/6层,无,3800
门头沟,惠民家园,1室1厅1卫,54㎡,东,低楼层/9层,有,2800
朝阳,双合家园,2室1厅1卫,90㎡,南北,中楼层/22层,有,6000
通州,帅府园,2室1厅2卫,62㎡,东西北,高楼层/6层,无,3800
西城,远见国际公寓,1室0厅1卫,49㎡,东,低楼层/26层,有,5000
朝阳,华贸城,1室0厅1卫,56㎡,南,中楼层/28层,有,5700
房山,绿地启航社,1房间1卫,56㎡,东,中楼层/16层,有,2500
房山,绿地启航社,1房间1卫,56㎡,西,低楼层/16层,有,2500
朝阳,林达海渔广场,1房间1卫,54㎡,东,中楼层/15层,有,4700
朝阳,炫特嘉园二期,1室1厅1卫,64㎡,南,中楼层/28层,有,6500
朝阳,管庄西里,2室1厅1卫,83㎡,东北,低楼层/24层,有,5500
朝阳,管庄新村,3室1厅1卫,116㎡,东,低楼层/18层,有,5800
通州,合生世界花园,2房间1卫,58㎡,西,中楼层/17层,有,3300
昌平,望都家园,1室1厅1卫,54㎡,南,中楼层/6层,无,3600
大兴,小康东里,1室1厅1卫,56㎡,南,中楼层/6层,无,3700
丰台,建欣苑三里,2室1厅1卫,62㎡,南北,中楼层/6层,无,5000
朝阳,康营家园十七区,2室1厅1卫,91㎡,南北,低楼层/11层,无,5400
朝阳,金星小区,2室1厅1卫,55㎡,南北,高楼层/6层,无,4500
东城,永定门东街西里,2室2厅1卫,53㎡,南,中楼层/6层,无,5200
顺义,建新南区,2室1厅1卫,55㎡,南,中楼层/5层,无,2800
顺义,建新南区,2室1厅1卫,60㎡,南北,低楼层/5层,无,3100
朝阳,管庄西里,1室1厅1卫,65㎡,东,中楼层/24层,有,4600
顺义,炫立方,2房间1卫,46㎡,西,中楼层/15层,有,3500
朝阳,瞰都国际,1室0厅1卫,47㎡,东,低楼层/19层,有,6500
大兴,义和庄东里,2室2厅1卫,94㎡,南,高楼层/6层,有,3100
亦庄开发区,国融国际,2室1厅1卫,33㎡,南,高楼层/23层,有,4800
海淀,保利西山林语,2室1厅1卫,90㎡,南北,中楼层/8层,有,6200
通州,永顺35号院,2室1厅1卫,60㎡,南北,高楼层/6层,无,3200
朝阳,八里庄北里小区,2室1厅1卫,59㎡,南北,中楼层/6层,无,6300
朝阳,十里堡东里,2室1厅1卫,64㎡,南北,高楼层/12层,有,6300
朝阳,观音景园一期,2室1厅1卫,95㎡,南北,高楼层/6层,无,6000
顺义,天竺新村,2室1厅1卫,86㎡,南北,低楼层/6层,无,3700
顺义,天竺新村,2室1厅1卫,80㎡,南北,低楼层/6层,无,3800
通州,融科香雪兰溪,3室1厅2卫,130㎡,南北,高楼层/18层,有,3000
朝阳,朝阳新城六区,2室1厅1卫,85㎡,南,低楼层/21层,有,5300
大兴,长丰园二区,2室1厅1卫,89㎡,南北,低楼层/6层,无,3800
海淀,万和嘉园一区,1室1厅1卫,60㎡,南北,低楼层/18层,无,4800
大兴,小康家园,1室1厅1卫,57㎡,南北,中楼层/6层,无,3200
通州,珠江逸景,2室1厅1卫,94㎡,南北,高楼层/14层,有,3500
丰台,天骄俊园9号院,1室1厅1卫,58㎡,南,低楼层/15层,有,4000
门头沟,中门家园,2室1厅1卫,80㎡,南北,高楼层/11层,有,3000
房山,田家园小区,5室2厅2卫,152㎡,南北,高楼层/6层,无,2800
顺义,吉祥雅筑,1室1厅1卫,69㎡,南,低楼层/14层,有,3800
朝阳,金隅悦和园,2室1厅1卫,79㎡,南北,中楼层/29层,有,5200
昌平,冠雅苑,4室2厅2卫,154㎡,东南西,中楼层/6层,无,3500
昌平,名佳花园三区,2室1厅1卫,86㎡,南北,中楼层/6层,无,4000
昌平,冠雅苑,2室1厅1卫,72㎡,东南西,高楼层/6层,无,3300
朝阳,金隅景和园,3室1厅1卫,89㎡,南北,低楼层/21层,有,5600
通州,西潞苑小区,1室1厅1卫,57㎡,南北,高楼层/6层,无,3300
大兴,康盛园,2室1厅1卫,87㎡,南北,高楼层/6层,无,3400
昌平,温泉花园B区,3室2厅2卫,131㎡,南北,中楼层/6层,无,3300
房山,加州水郡三期,2室2厅2卫,116㎡,南北,中楼层/14层,有,3100
朝阳,上东上层,2室1厅1卫,86㎡,南,中楼层/12层,有,5500
朝阳,金隅悦和园,2室1厅1卫,79㎡,南北,低楼层/28层,有,6000
通州,翠福园,1室1厅1卫,66㎡,南北,中楼层/6层,无,3500
海淀,建材城东二里,2室1厅1卫,67㎡,南北,中楼层/6层,无,4800
海淀,安宁里南区,1室1厅1卫,59㎡,南,中楼层/7层,无,4600
海淀,保利西山林语,2室1厅1卫,91㎡,南,中楼层/8层,有,5800
海淀,逸成东苑,1室1厅1卫,55㎡,东南,中楼层/17层,有,6000
昌平,京科苑,2室1厅1卫,62㎡,南,高楼层/6层,无,3400
大兴,南海家园一里,2室1厅1卫,87㎡,南北,高楼层/18层,有,3500
大兴,长丰园一区,1室1厅1卫,56㎡,南北,低楼层/6层,无,3200
朝阳,朝阳新城三区,2室1厅1卫,74㎡,东南,中楼层/6层,无,5500
昌平,国瑞熙墅,3室1厅1卫,89㎡,东西,高楼层/14层,无,3300
海淀,凯盛家园,2室1厅1卫,79㎡,南北,高楼层/15层,有,4700
海淀,东馨园,2室1厅1卫,60㎡,南北,高楼层/6层,无,6000
房山,加州水郡三期,2室2厅2卫,116㎡,南北,中楼层/14层,有,3100
顺义,龙湖香醍漫步三区,2室1厅2卫,96㎡,南北,中楼层/6层,有,3100
石景山,建疗宿舍,2室1厅1卫,59㎡,南北,高楼层/6层,无,4000
海淀,常秀家园,2室1厅1卫,62㎡,南北,高楼层/6层,无,4700
顺义,顺和花园,2室1厅1卫,95㎡,南北,中楼层/11层,有,3200
顺义,清岚花园汉民区,2室1厅1卫,88㎡,南北,中楼层/6层,无,3800
昌平,北街家园八区,2室1厅1卫,88㎡,南北,低楼层/17层,有,4000
昌平,名佳花园一区,2室1厅1卫,75㎡,南北,中楼层/7层,无,4000
大兴,清逸西园,2室1厅1卫,67㎡,南北,高楼层/6层,无,3700
通州,西潞苑小区,1室1厅1卫,58㎡,南北,低楼层/6层,无,3300
通州,西潞苑小区,1室1厅1卫,62㎡,南北,中楼层/6层,无,3000
朝阳,朝阳新城三区,3室1厅2卫,123㎡,东南北,高楼层/6层,无,6100
朝阳,金隅景和园,2室1厅1卫,77㎡,南北,中楼层/21层,有,5300
昌平,西湖新村,1室1厅1卫,58㎡,北,低楼层/7层,无,3500
朝阳,上东上层,2室1厅1卫,90㎡,东西,高楼层/6层,无,5200
顺义,馨港庄园三区,2室2厅1卫,87㎡,南北,高楼层/6层,无,3300
昌平,金色漫香苑,2室1厅1卫,84㎡,南北,高楼层/7层,有,3800
海淀,阳光北里,1室1厅1卫,54㎡,南,高楼层/18层,有,5400
昌平,温泉花园B区,2室1厅1卫,88㎡,南北,低楼层/6层,无,3800
大兴,三羊里,1室1厅1卫,59㎡,南,高楼层/6层,无,3300
朝阳,温泉东里,4室2厅2卫,156㎡,南北,高楼层/6层,无,6000
朝阳,朝阳新城一区,2室2厅1卫,113㎡,南北,高楼层/6层,无,5600
朝阳,金隅景和园,2室1厅1卫,77㎡,南北,中楼层/21层,有,5300
昌平,西湖新村,1室1厅1卫,58㎡,北,低楼层/7层,无,3500
昌平,北街家园六区,2室1厅1卫,72㎡,西,中楼层/18层,有,3600
大兴,三羊里,1室1厅1卫,59㎡,南,高楼层/6层,无,3300
昌平,名佳花园三区,1室1厅1卫,65㎡,南北,高楼层/5层,无,3700
通州,西潞苑小区,2室1厅1卫,64㎡,西,高楼层/4层,无,3300
海淀,毛纺厂南小区,2室1厅1卫,54㎡,南北,高楼层/6层,无,5300
门头沟,门头沟月季园,2室1厅1卫,64㎡,南,高楼层/6层,无,3000
海淀,安宁里南区,1室1厅1卫,56㎡,南北,中楼层/7层,无,4800
大兴,鸿坤理想城五期,1室1厅1卫,55㎡,南,中楼层/21层,有,3200
大兴,清逸西园,2室1厅1卫,64㎡,南北,高楼层/6层,无,3600
通州,珠江逸景,2室1厅1卫,91㎡,南北,低楼层/14层,有,3200
大兴,富力丹麦小镇,2室2厅1卫,102㎡,南,低楼层/12层,有,3300
朝阳,将府锦苑,2室1厅1卫,75㎡,南,高楼层/28层,有,5900
海淀,安宁里南区,2室1厅1卫,116㎡,南北,高楼层/7层,无,5100
顺义,泰和谊园,3室1厅1卫,93㎡,南北,低楼层/6层,无,3200
门头沟,惠泽家园,2室1厅1卫,84㎡,南北,中楼层/6层,无,2600
通州,金地格林格林,1室1厅1卫,55㎡,南北,低楼层/18层,有,3500
通州,月亮城堡,1室0厅3卫,58㎡,东,低楼层/9层,有,3500
门头沟,中门寺街67号院,2室1厅1卫,76㎡,南北,低楼层/6层,无,2900
石景山,燕山水泥厂,2室1厅1卫,57㎡,南北,中楼层/6层,无,3800
门头沟,中门寺南坡小区,2室1厅1卫,66㎡,南,高楼层/11层,有,3000
房山,加州水郡三期,2室1厅1卫,87㎡,西北,中楼层/15层,有,3000
通州,紫荆园,2室1厅1卫,88㎡,南北,高楼层/6层,无,3700
丰台,晓月苑三里,3室2厅1卫,114㎡,南北,高楼层/6层,无,4300
朝阳,将府锦苑,2室1厅1卫,75㎡,南北,低楼层/28层,有,6000
通州,源泉苑,1室1厅1卫,58㎡,南北,低楼层/6层,无,3000
大兴,小康家园,1室1厅1卫,63㎡,南北,低楼层/6层,无,3500
门头沟,峪园小区,2室1厅1卫,71㎡,南北,中楼层/6层,无,2600
房山,碧桂园小区二区,2室1厅1卫,85㎡,南北,高楼层/6层,无,2800
通州,合生世界村,2室1厅1卫,86㎡,西,中楼层/14层,有,3600
石景山,重聚园,2室1厅1卫,102㎡,东南北,高楼层/24层,有,4000
昌平,名佳花园三区,1室1厅1卫,62㎡,南,高楼层/6层,无,3300
顺义,馨港庄园三区,2室1厅1卫,89㎡,南北,中楼层/6层,无,3300
大兴,南海家园一里,2室1厅1卫,90㎡,南北,高楼层/15层,无,3700
门头沟,门头沟月季园,2室1厅1卫,64㎡,南北,高楼层/6层,无,2600
海淀,凯盛家园,2室1厅1卫,80㎡,南北,中楼层/15层,无,5000
朝阳,朝阳新城六区,2室1厅1卫,87㎡,东西,低楼层/21层,有,5100
通州,金地格林格林,1室1厅1卫,55㎡,南北,低楼层/18层,有,3500
房山,加州水郡三期,2室1厅1卫,87㎡,西北,中楼层/15层,有,3000
通州,玉带河东街435号院,2室1厅1卫,61㎡,南北,中楼层/6层,有,3100
朝阳,北窑地,3室1厅1卫,57㎡,南北,中楼层/5层,无,6500
昌平,名佳花园一区,1室1厅1卫,62㎡,南北,中楼层/7层,无,3500
房山,加州水郡三期,2室2厅1卫,88㎡,西,低楼层/15层,有,3000
丰台,广安﹒康馨家园,2室1厅1卫,72㎡,南,中楼层/27层,有,4200
通州,东亚印象台湖,2室1厅1卫,64㎡,南,中楼层/12层,有,3400
海淀,富力桃园C区,2室1厅1卫,89㎡,东北,低楼层/20层,有,6200
海淀,八家嘉苑,1室1厅1卫,64㎡,南,低楼层/30层,有,6200
朝阳,鸿博家园六区,3室2厅2卫,127㎡,南北,中楼层/6层,无,6100
海淀,友谊嘉园二期,2室1厅1卫,85㎡,南北,低楼层/15层,有,5500
朝阳,金隅景和园,2室2厅1卫,87㎡,南,高楼层/21层,有,5800
昌平,冠雅苑,3室1厅1卫,91㎡,南北,低楼层/6层,无,4000
昌平,北街家园六区,3室1厅1卫,88㎡,东西,高楼层/18层,有,3400
通州,珠江拉维小镇,1室1厅1卫,56㎡,西,中楼层/9层,有,3600
丰台,阳光星苑,3室1厅1卫,86㎡,南,高楼层/16层,有,4800
海淀,安宁里,2室1厅1卫,66㎡,南北,高楼层/6层,无,5000
朝阳,朝阳新城五区,2室1厅1卫,88㎡,南北,高楼层/6层,无,5300
通州,金地格林格林,1室1厅1卫,55㎡,南北,低楼层/18层,有,3600
昌平,名佳花园一区,1室1厅1卫,63㎡,南,中楼层/7层,无,3800
丰台,天伦锦城,2室1厅1卫,62㎡,东,低楼层/20层,有,4200
通州,小潞邑,2室1厅1卫,78㎡,南北,中楼层/6层,无,3200
丰台,广安﹒康馨家园,2室1厅1卫,72㎡,南,中楼层/27层,有,4200
通州,东亚印象台湖,2室1厅1卫,64㎡,南,中楼层/12层,有,3400
顺义,裕祥花园,2室1厅1卫,73㎡,南北,中楼层/6层,无,3600
门头沟,高家园二路2号院,2室1厅1卫,66㎡,南,高楼层/21层,有,3000
朝阳,金隅景和园,2室1厅1卫,78㎡,南北,高楼层/21层,有,5600
海淀,富力桃园C区,2室1厅1卫,89㎡,东北,低楼层/20层,有,6200
昌平,北郡嘉源,1室1厅1卫,60㎡,南北,低楼层/11层,无,3500
门头沟,惠民家园,2室1厅1卫,60㎡,东西,高楼层/6层,无,2600
丰台,广安﹒康馨家园,2室1厅1卫,81㎡,南北,低楼层/18层,有,4500
大兴,南海家园七里,1室1厅1卫,70㎡,南,中楼层/20层,有,3300
通州,月季园,2室1厅1卫,74㎡,西北,高楼层/27层,有,3100
昌平,温泉花园B区,2室2厅1卫,87㎡,南北,中楼层/7层,无,3200
海淀,阳光北里,2室1厅1卫,75㎡,东南,高楼层/18层,有,5500
通州,融科香雪兰溪,3室1厅1卫,90㎡,南,中楼层/21层,有,3800
门头沟,大峪小白楼,2室1厅1卫,69㎡,南北,高楼层/27层,有,3000
门头沟,惠民家园,2室1厅1卫,61㎡,南,高楼层/21层,有,2900
海淀,八家嘉苑,1室1厅1卫,64㎡,南,低楼层/30层,有,6200
通州,首开国风美仑,2室1厅1卫,78㎡,南,中楼层/16层,有,3300
通州,翠福园,2室1厅1卫,93㎡,南北,高楼层/6层,无,3500
大兴,天恒旭辉7号院,4房间2卫,59㎡,南,高楼层/7层,有,2700
亦庄开发区,宏仁家园,3室1厅1卫,89㎡,南北,低楼层/28层,有,4500
大兴,i立方,2房间1卫,68㎡,南,高楼层/12层,有,3000
东城,兴隆都市馨园,1室0厅1卫,27㎡,南,低楼层/7层,有,5200
朝阳,管庄西里,2室1厅1卫,54㎡,南,高楼层/6层,无,4600
丰台,大红门南里,2室0厅1卫,42㎡,南,低楼层/5层,无,3800
朝阳,美立方,1房间1卫,36㎡,东,中楼层/20层,有,4600
东城,兴隆都市馨园,1室0厅1卫,29㎡,南,中楼层/7层,有,5000
房山,合景领峰,1房间0卫,108㎡,南,低楼层/9层,无,2500
丰台,设计师广场,1室0厅1卫,34㎡,东南,中楼层/26层,有,3600
东城,东四西大街50号院,1室1厅1卫,45㎡,南,低楼层/6层,无,5800
朝阳,炫特嘉园一期,1室1厅1卫,54㎡,东,中楼层/18层,有,6300
朝阳,炫特嘉园一期,1室0厅1卫,44㎡,南,高楼层/18层,有,5300
丰台,7克拉,2房间1卫,32㎡,西,高楼层/11层,有,4500
西城,思源胡同,1室1厅1卫,45㎡,南,中楼层/6层,无,5600
朝阳,工体西里,1室1厅1卫,40㎡,西南北,高楼层/20层,有,6300
海淀,玉海园五里,1室1厅1卫,45㎡,南,中楼层/6层,无,5000
